OrderDate,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price,year,day_of_month,week_of_year,month_sin,month_cos,day_of_week_sin,day_of_week_cos,Sales Channel_In-Store,Sales Channel_Online,Sales Channel_Wholesale,lag_1,lag_2,lag_3,lag_4,lag_5,rolling_mean_7,rolling_std_7,rolling_min_7,rolling_max_7,ewm_mean_7,ewm_std_7,rolling_mean_14,rolling_std_14,rolling_min_14,rolling_max_14,ewm_mean_14,ewm_std_14,rolling_mean_30,rolling_std_30,rolling_min_30,rolling_max_30,ewm_mean_30,ewm_std_30,diff_1
2018-08-01,205,19,6.0,0.2,1845.31,3926.2,2018,1,31,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,1.0,0.0,0.0,1.0,1.0,4.0,7.0,7.0,4.571428571428571,2.8784916685156974,1.0,8.0,3.488280434182186,2.8324170283000427,4.571428571428571,2.7093651176353712,1.0,8.0,4.253069520030924,2.750612541639033,4.5,2.6359582436125466,1.0,8.0,4.569590588253007,2.638087366267388,5.0
2018-08-01,287,38,8.0,0.1,160.8,201.0,2018,1,31,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.0,0.0,0.0,6.0,1.0,1.0,4.0,7.0,4.285714285714286,2.5634797778466214,1.0,7.0,4.116210325636639,2.719738128329645,4.5,2.6530099016893107,1.0,8.0,4.485993584026801,2.6337923438983384,4.666666666666667,2.564120247507542,1.0,8.0,4.661875066430232,2.5764803523913256,2.0
2018-08-01,16,27,1.0,0.1,1430.85,1882.7,2018,1,31,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.0,1.0,0.0,8.0,6.0,1.0,1.0,4.0,4.857142857142857,2.911389784311004,1.0,8.0,5.087157744227479,2.9744441041741374,5.0,2.6017745423519614,1.0,8.0,4.954527772823227,2.747474688722667,4.9,2.537307832030386,1.0,8.0,4.877237965370217,2.6278687983588056,-7.0
2018-08-01,149,22,6.0,0.05,1089.02,2532.6,2018,1,31,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.0,0.0,1.0,1.0,8.0,6.0,1.0,1.0,4.0,3.0550504633038913,1.0,8.0,4.065368308170609,3.207752496277288,4.5,2.6530099016893107,1.0,8.0,4.427257403113464,2.9134572548604947,4.733333333333333,2.6252531350306936,1.0,8.0,4.627093580507622,2.7200641441360243,5.0
2018-08-01,22,31,8.0,0.05,135.01,207.7,2018,1,31,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.0,1.0,0.0,6.0,1.0,8.0,6.0,1.0,3.857142857142857,2.9113897843110017,1.0,8.0,4.549026231127957,2.9216424337293283,4.714285714285714,2.643673767508196,1.0,8.0,4.636956416031669,2.7684444160174326,4.9,2.537307832030386,1.0,8.0,4.715668188216807,2.6531287611717413,2.0
2018-08-01,115,10,6.0,0.2,180.9,241.2,2018,1,31,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.0,1.0,0.0,8.0,6.0,1.0,8.0,6.0,4.428571428571429,3.3094381626464853,1.0,8.0,5.411769673345968,3.0011893888492795,5.0,2.7735009811261433,1.0,8.0,5.085362227227447,2.8372265132049925,5.066666666666666,2.5721765013355853,1.0,8.0,4.927560563170562,2.6941479023353176,-2.0
2018-08-01,222,11,6.0,0.075,507.06,1152.4,2018,1,31,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,1.0,0.0,0.0,6.0,8.0,6.0,1.0,8.0,5.142857142857143,2.968084198523319,1.0,8.0,5.558827255009476,2.6136266133368498,4.928571428571429,2.7305757554120236,1.0,8.0,5.207313930263787,2.660948309791672,5.066666666666666,2.5721765013355853,1.0,8.0,4.996750204256332,2.6195333594640147,0.0
2018-08-02,190,14,5.0,0.3,2288.79,3879.3,2018,2,31,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.0,0.0,0.0,6.0,6.0,8.0,6.0,1.0,5.857142857142857,2.3401261667248816,1.0,8.0,5.669120441257107,2.272852637044751,5.214285714285714,2.607048771446995,1.0,8.0,5.313005406228616,2.492940954583583,5.033333333333333,2.5526636977915778,1.0,8.0,5.061475997530117,2.5459948292363053,-1.0
2018-08-02,219,7,4.0,0.1,3170.04,3865.9,2018,2,31,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.0,1.0,0.0,5.0,6.0,6.0,8.0,6.0,5.714285714285714,2.3603873774083315,1.0,8.0,5.50184033094283,1.993071387548526,5.0,2.480694691784167,1.0,8.0,5.271271352064801,2.3234269463244868,5.166666666666667,2.436551171060314,1.0,8.0,5.057509804141077,2.462544679242892,-1.0
2018-08-02,121,6,6.0,0.075,1248.34,1835.8,2018,2,31,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.0,1.0,0.0,4.0,5.0,6.0,6.0,8.0,5.142857142857143,2.193062655175135,1.0,8.0,5.126380248207123,1.8635037228152027,5.0,2.480694691784167,1.0,8.0,5.101768505122828,2.208994396575631,5.233333333333333,2.3734644158557168,1.0,8.0,4.989283365164233,2.3963962625653075,2.0
2018-08-02,334,23,5.0,0.15,180.57,234.5,2018,2,31,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,1.0,0.0,0.0,6.0,4.0,5.0,6.0,6.0,5.857142857142857,1.2149857925879166,4.0,8.0,5.344785186155342,1.6647633774594424,4.928571428571429,2.4326081512611943,1.0,8.0,5.221532704439785,2.080730558150611,5.266666666666667,2.3770937534400414,1.0,8.0,5.054490889992348,2.331522597288536,-1.0
2018-08-02,283,34,2.0,0.15,507.26,757.1,2018,2,31,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,1.0,0.0,0.0,5.0,6.0,4.0,5.0,6.0,5.714285714285714,1.2535663410560216,4.0,8.0,5.258588889616506,1.4507177990833244,4.785714285714286,2.3592231912080837,1.0,8.0,5.19199501051448,1.9386305378821314,5.166666666666667,2.3205726601992778,1.0,8.0,5.050975348702519,2.255099439746941,-3.0
2018-08-02,212,25,8.0,0.05,703.5,1005.0,2018,2,31,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.0,0.0,1.0,2.0,5.0,6.0,4.0,5.0,4.857142857142857,1.4638501094227994,2.0,6.0,4.44394166721238,1.975148586519639,4.642857142857143,2.4684826500112536,1.0,8.0,4.766395675779217,2.12723454360608,5.066666666666666,2.391556026917421,1.0,8.0,4.854138229431388,2.310530500245017,6.0
2018-08-03,159,11,2.0,0.05,5113.44,6391.8,2018,3,31,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,1.0,0.0,0.0,8.0,2.0,5.0,6.0,4.0,5.142857142857143,1.8644544714716096,2.0,8.0,5.332956250409286,2.385817094016551,5.142857142857143,2.3812454032143893,1.0,8.0,5.197542919008654,2.2853866588508054,5.2,2.441028613034914,1.0,8.0,5.0570970533390405,2.3689687203522705,-6.0
2018-08-03,269,31,8.0,0.15,1123.52,2740.3,2018,3,31,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,1.0,0.0,0.0,2.0,8.0,2.0,5.0,6.0,4.571428571428571,2.1491969707422385,2.0,8.0,4.499717187806964,2.5882615939349267,5.214285714285714,2.2592909516916126,1.0,8.0,4.771203863140834,2.408100528833324,5.1,2.5099800796022236,1.0,8.0,4.859864985381683,2.4152546005880158,6.0
2018-08-03,60,40,3.0,0.15,536.27,924.6,2018,3,31,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.0,1.0,0.0,8.0,2.0,8.0,2.0,5.0,5.0,2.5166114784235836,2.0,8.0,5.374787890855223,2.7756880467094525,5.357142857142857,2.3731557327466146,1.0,8.0,5.201710014722056,2.514578273829751,5.1,2.5099800796022236,1.0,8.0,5.062454341163511,2.464292914843409,-5.0
2018-08-03,22,16,5.0,0.15,505.58,1031.8,2018,3,31,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,1.0,0.0,0.0,3.0,8.0,2.0,8.0,2.0,4.857142857142857,2.6095064302514777,2.0,8.0,4.781090918141417,2.648018019843838,5.0,2.320477404461283,1.0,8.0,4.908148679425782,2.4664288311080282,4.933333333333334,2.4765567494675578,1.0,8.0,4.9293927707658645,2.438550931026623,2.0
2018-08-03,90,21,1.0,0.2,769.16,1098.8,2018,3,31,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,5.0,3.0,8.0,2.0,8.0,4.714285714285714,2.5634797778466227,2.0,8.0,4.835818188606063,2.295535304569949,5.285714285714286,2.0164161440372514,2.0,8.0,4.920395522169011,2.296348895783268,4.866666666666666,2.445732854463521,1.0,8.0,4.933948075877744,2.3586425687265717,-4.0
2018-08-03,279,18,3.0,0.05,713.35,1132.3,2018,3,31,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.0,0.0,1.0,1.0,5.0,3.0,8.0,2.0,4.142857142857143,2.9113897843110026,1.0,8.0,3.8768636414545474,2.6778144321730504,4.928571428571429,2.3026501693044454,1.0,8.0,4.397676119213144,2.546128728860504,4.866666666666666,2.445732854463521,1.0,8.0,4.680144974208212,2.4840529768596444,2.0
2018-08-03,350,45,3.0,0.05,1602.64,2465.6,2018,3,31,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,3.0,1.0,5.0,3.0,8.0,4.285714285714286,2.811540841738191,1.0,8.0,3.6576477310909103,2.3550397562702967,4.571428571428571,2.1737697038266757,1.0,8.0,4.211319303318058,2.4210543178304604,4.7,2.3946780072946487,1.0,8.0,4.571748524259295,2.4389891420199206,0.0
2018-08-03,127,26,6.0,0.1,462.3,1005.0,2018,3,31,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.0,1.0,0.0,3.0,3.0,1.0,5.0,3.0,3.5714285714285716,2.2990681342044357,1.0,8.0,3.4932357983181825,2.062587860660357,4.357142857142857,2.1699749327564124,1.0,8.0,4.04981006287565,2.294028505738053,4.7,2.3946780072946487,1.0,8.0,4.470345393661921,2.391468570524436,3.0
2018-08-04,252,17,2.0,0.1,1021.88,1246.2,2018,4,31,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,1.0,0.0,0.0,6.0,3.0,3.0,1.0,5.0,4.142857142857143,2.3401261667248767,1.0,8.0,4.119926848738637,2.1366556499767166,4.357142857142857,2.1699749327564124,1.0,8.0,4.309835387825564,2.2436985985408304,4.766666666666667,2.402345597081334,1.0,8.0,4.569032787619216,2.3444049014003383,-4.0
2018-08-04,291,5,6.0,0.3,809.83,1025.1,2018,4,31,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,1.0,0.0,0.0,2.0,6.0,3.0,3.0,1.0,3.2857142857142856,1.7043362064926857,1.0,6.0,3.589945136553978,2.099298734889513,4.142857142857143,2.2483204964917793,1.0,8.0,4.001857336115489,2.24207767705778,4.6,2.4154673996186884,1.0,8.0,4.403288736805073,2.356629995021039,4.0
2018-08-04,14,28,1.0,0.2,1084.6,1902.8,2018,4,31,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,1.0,0.0,0.0,6.0,2.0,6.0,3.0,3.0,3.7142857142857144,1.9760470401187027,1.0,6.0,4.192458852415483,2.1391285856712465,4.285714285714286,2.3014567770660572,1.0,8.0,4.268276357966758,2.2030685422221152,4.733333333333333,2.37709375344004,1.0,8.0,4.506302366688616,2.313996220495439,-5.0
2018-08-04,292,19,2.0,0.05,2056.23,3738.6,2018,4,31,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.0,0.0,0.0,1.0,6.0,2.0,6.0,3.0,3.142857142857143,2.1157009420498083,1.0,6.0,3.3943441393116123,2.379360872793776,3.9285714285714284,2.400778262092576,1.0,8.0,3.8325061769045234,2.3527953069528325,4.5,2.3889111644688916,1.0,8.0,4.280089310773222,2.4034781110923964,1.0
2018-08-04,178,46,6.0,0.075,1237.89,1996.6,2018,4,31,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,1.0,0.0,0.0,2.0,1.0,6.0,2.0,6.0,3.2857142857142856,1.976047040118701,1.0,6.0,3.045758104483709,2.1613216801545554,3.7142857142857144,2.4314785444432565,1.0,8.0,3.5881720199839204,2.2837368318679108,4.433333333333334,2.43088366696122,1.0,8.0,4.132986774594304,2.3934501449984316,4.0
2018-08-04,76,9,3.0,0.15,1818.65,2331.6,2018,4,31,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,1.0,0.0,0.0,6.0,2.0,1.0,6.0,2.0,3.7142857142857144,2.2146697055682787,1.0,6.0,3.7843185783627815,2.3265068367291044,4.0,2.449489742783175,1.0,8.0,3.909749083986065,2.289965658747982,4.4,2.401149150173576,1.0,8.0,4.25343924074951,2.3614927941502653,-3.0
2018-08-04,221,41,6.0,0.1,701.16,1078.7,2018,4,31,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,1.0,0.0,0.0,3.0,6.0,2.0,1.0,6.0,3.7142857142857144,2.2146697055682787,1.0,6.0,3.588238933772086,2.0479357510894465,3.642857142857143,2.169974932756412,1.0,8.0,3.7884492061212565,2.15586316319068,4.266666666666667,2.362542951017457,1.0,8.0,4.17257219295922,2.3054189754086525,3.0
2018-08-04,334,11,4.0,0.15,1216.45,1788.9,2018,4,31,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,1.0,0.0,0.0,6.0,3.0,6.0,2.0,1.0,3.7142857142857144,2.2146697055682787,1.0,6.0,4.191179200329064,2.101882491498519,3.9285714285714284,2.20014984504677,1.0,8.0,4.083322645305089,2.153299545016492,4.333333333333333,2.3828891958167517,1.0,8.0,4.290470761155399,2.27608376575696,-2.0
2018-08-04,347,30,3.0,0.1,161.6,241.2,2018,4,31,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,1.0,0.0,0.0,4.0,6.0,3.0,6.0,2.0,4.0,2.0816659994661295,1.0,6.0,4.1433844002467985,1.822478451519573,3.642857142857143,1.864945569720994,1.0,6.0,4.0722129592644105,2.004828267548102,4.433333333333334,2.2996751394765336,1.0,8.0,4.271730712048599,2.2026337976523545,-1.0
2018-08-04,240,41,5.0,0.1,533.19,1159.1,2018,4,31,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,1.0,0.0,0.0,3.0,4.0,6.0,3.0,6.0,3.5714285714285716,1.902379462422678,1.0,6.0,3.857538300185099,1.6664479454551158,3.642857142857143,1.864945569720994,1.0,6.0,3.929251231362489,1.9043348587432978,4.5,2.2244720411974037,1.0,8.0,4.189683569335787,2.1539650601216,2.0
2018-08-04,6,5,7.0,0.1,515.43,1051.9,2018,4,31,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0.0,5.0,3.0,4.0,6.0,3.0,4.142857142857143,1.573591584938883,2.0,6.0,4.143153725138824,1.5389292266325707,3.642857142857143,1.864945569720994,1.0,6.0,4.072017733847491,1.8126320659796002,4.466666666666667,2.2086559079087458,1.0,8.0,4.241962048733479,2.0931398104691636,2.0
2018-08-04,243,46,3.0,0.15,3343.03,5969.7,2018,4,31,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,1.0,0.0,0.0,7.0,5.0,3.0,4.0,6.0,4.857142857142857,1.5735915849388875,3.0,7.0,4.8573652938541185,1.887212481556225,4.071428571428571,1.899971081329949,1.0,7.0,4.462415369334492,1.9784899634886624,4.433333333333334,2.1605129233480644,1.0,8.0,4.419899981073255,2.138574901053123,-4.0
2018-08-04,355,12,3.0,0.3,2508.48,3919.5,2018,4,31,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0.0,3.0,7.0,5.0,3.0,4.0,4.428571428571429,1.6183471874253728,3.0,7.0,4.393023970390589,1.8508979548510287,4.071428571428571,1.899971081329949,1.0,7.0,4.267426653423226,1.9127581462914722,4.5,2.0802851263460327,1.0,8.0,4.328293530681432,2.098645765575006,0.0
2018-08-04,4,34,4.0,0.15,492.32,1118.9,2018,4,31,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0.0,3.0,3.0,7.0,5.0,3.0,4.428571428571429,1.6183471874253728,3.0,7.0,4.044767977792942,1.7302760637494798,4.071428571428571,1.899971081329949,1.0,7.0,4.098436432966796,1.8359543635340887,4.4,2.07779724210769,1.0,8.0,4.242597173863275,2.0567748392658345,1.0
2018-08-04,350,30,5.0,0.05,570.64,1118.9,2018,4,31,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,1.0,0.0,0.0,4.0,3.0,3.0,7.0,5.0,4.142857142857143,1.4638501094227965,3.0,7.0,4.033575983344706,1.498609307050156,3.9285714285714284,1.8171950369175534,1.0,7.0,4.08531157523789,1.7095332115956996,4.266666666666667,1.9640446187314056,1.0,8.0,4.226945743291451,1.9902445078219801,1.0
2018-08-04,28,23,4.0,0.1,3744.63,5427.0,2018,4,31,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,1.0,0.0,0.0,5.0,4.0,3.0,3.0,7.0,4.285714285714286,1.4960264830861891,3.0,7.0,4.27518198750853,1.3742923654561445,4.142857142857143,1.7478401113789102,1.0,7.0,4.207270031872838,1.6238699714023686,4.233333333333333,1.9419743478779703,1.0,8.0,4.276820211466196,1.9346400259001086,-1.0
2018-08-04,108,36,2.0,0.05,2570.39,3725.2,2018,4,31,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.0,0.0,0.0,4.0,5.0,4.0,3.0,3.0,4.428571428571429,1.3972762620115424,3.0,7.0,4.206386490631397,1.1971108974026943,4.0,1.664100588675683,1.0,7.0,4.179634027623126,1.5135078792666556,4.166666666666667,1.9133529575668626,1.0,8.0,4.258960842984506,1.8724698532343977,-2.0
2018-08-04,214,14,3.0,0.05,75.04,187.6,2018,4,31,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0.0,2.0,4.0,5.0,4.0,3.0,4.0,1.6329931618554483,2.0,7.0,3.6547898679735478,1.4627753740600855,4.071428571428571,1.5424399110243694,2.0,7.0,3.889016157273376,1.6051448054578499,4.066666666666666,1.9464084224865068,1.0,8.0,4.1132214337596995,1.8969818621782728,1.0
2018-08-04,297,38,7.0,0.075,3359.92,3999.9,2018,4,31,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,1.0,0.0,0.0,3.0,2.0,4.0,5.0,4.0,3.4285714285714284,0.9759000729485211,2.0,5.0,3.4910924009801607,1.303293082413793,4.142857142857143,1.4600918230947386,2.0,7.0,3.770480669636926,1.5268636153111452,4.033333333333333,1.956128007470158,1.0,8.0,4.041400696097783,1.8557342422547176,4.0
2018-08-04,15,20,1.0,0.15,592.62,971.5,2018,4,31,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0.0,7.0,3.0,2.0,4.0,5.0,4.0,1.6329931618554483,2.0,7.0,4.36831930073512,1.9918017626733533,4.214285714285714,1.5776599725577674,2.0,7.0,4.201083247018669,1.8216478503434244,4.066666666666666,1.9988502442280536,1.0,8.0,4.232278070543088,1.9411555236205593,-6.0
2018-08-04,21,37,5.0,0.075,727.29,1118.9,2018,4,31,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,1.0,0.0,0.0,1.0,7.0,3.0,2.0,4.0,3.7142857142857144,1.9760470401187031,1.0,7.0,3.52623947555134,2.3360865155804733,4.071428571428571,1.7743595036946807,1.0,7.0,3.77427214741618,2.037430107213475,3.933333333333333,2.0667037445691308,1.0,8.0,4.023744001475793,2.0438393756076776,4.0
2018-08-05,208,2,6.0,0.4,501.29,864.3,2018,5,31,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.0,1.0,0.0,5.0,1.0,7.0,3.0,2.0,3.857142857142857,2.035400978396426,1.0,7.0,3.894679606663505,2.1373099007763265,4.0,1.7097008285302162,1.0,7.0,3.937702527760689,1.9454061291701485,4.033333333333333,2.0423673439947247,1.0,8.0,4.086728259445096,1.9918038930132178,1.0
2018-08-05,116,22,6.0,0.05,4394.4,5782.1,2018,5,31,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1.0,0.0,0.0,6.0,5.0,1.0,7.0,3.0,4.0,2.160246899469284,1.0,7.0,4.421009704997629,2.0965810292976546,4.142857142857143,1.7913099142223254,1.0,7.0,4.212675524059264,1.9517330881240709,3.966666666666667,1.9384197853839067,1.0,8.0,4.21016514593251,1.9849128436071009,0.0
2018-08-05,152,9,5.0,0.05,461.3,904.5,2018,5,31,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,6.0,6.0,5.0,1.0,7.0,4.285714285714286,2.2886885410853157,1.0,7.0,4.8157572787482215,1.9601348866200607,4.357142857142857,1.823232246362435,1.0,7.0,4.450985454184696,1.9232529216276424,4.1,1.9360464514233489,1.0,8.0,4.325638362323961,1.971218965652875,-1.0
2018-08-05,188,29,8.0,0.15,158.66,247.9,2018,5,31,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.0,1.0,0.0,5.0,6.0,6.0,5.0,1.0,4.714285714285714,2.0586634591635518,1.0,7.0,4.861817959061166,1.6997123675071903,4.357142857142857,1.823232246362435,1.0,7.0,4.524187393626737,1.800895488743279,4.0,1.8003831009940086,1.0,7.0,4.369145564754673,1.9140028125033641,3.0
2018-08-05,270,16,2.0,0.15,1213.04,1708.5,2018,5,31,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,8.0,5.0,6.0,6.0,5.0,5.428571428571429,2.2253945610567505,1.0,8.0,5.646363469295874,2.0787153246406085,4.428571428571429,1.9499225118444552,1.0,8.0,4.987629074476505,2.077075338234297,4.166666666666667,1.9312910338608318,1.0,8.0,4.603394237996307,2.061587872580842,-6.0
2018-08-05,166,16,6.0,0.05,702.03,1132.3,2018,5,31,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,2.0,8.0,5.0,6.0,6.0,4.714285714285714,2.4299715851758235,1.0,8.0,4.734772601971906,2.4797753393264097,4.357142857142857,2.023216892329288,1.0,8.0,4.589278531212971,2.20222428160775,4.066666666666666,1.9640446187314056,1.0,8.0,4.4354333194159,2.0974042849015406,4.0
2018-08-05,119,13,6.0,0.05,1225.1,1775.5,2018,5,31,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.0,0.0,1.0,6.0,2.0,8.0,5.0,6.0,5.428571428571429,1.812653934349935,2.0,8.0,5.0510794514789294,2.2275859985208797,4.571428571428571,2.0272863906932583,1.0,8.0,4.777374727051241,2.10969527037853,4.233333333333333,1.9061304607327667,1.0,8.0,4.536373105260035,2.0659438838340263,0.0
2018-08-05,28,20,8.0,0.2,970.43,1902.8,2018,5,31,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1.0,0.0,0.0,6.0,6.0,2.0,8.0,5.0,5.571428571428571,1.8126539343499357,2.0,8.0,5.288309588609197,1.9795398501860622,4.714285714285714,2.0542103640523792,1.0,8.0,4.940391430111076,2.010819078803135,4.333333333333333,1.9178532059415305,1.0,8.0,4.630800646856161,2.031381227923134,2.0
2018-08-06,151,3,3.0,0.1,2802.61,5963.0,2018,6,32,-0.8660254037844385,-0.5000000000000004,0.0,1.0,1.0,0.0,0.0,8.0,6.0,6.0,2.0,8.0,5.857142857142857,2.0354009783964346,2.0,8.0,5.966232191456898,2.132477481226308,4.928571428571429,2.2348390310054738,1.0,8.0,5.348339239429599,2.1608387625833334,4.5,2.012889499682238,1.0,8.0,4.848168347058991,2.1375252086732965,-5.0
2018-08-06,211,3,3.0,0.1,2176.16,3886.0,2018,6,32,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.0,0.0,1.0,3.0,8.0,6.0,6.0,2.0,5.428571428571429,2.2990681342044432,2.0,8.0,5.224674143592674,2.3098212788407833,4.857142857142857,2.2822776362202735,1.0,8.0,5.035227340838986,2.1755308235244053,4.4,2.0103182112155293,1.0,8.0,4.728931679506798,2.11837193692021,0.0
2018-08-06,281,33,6.0,0.075,635.16,1058.6,2018,6,32,-0.8660254037844385,-0.5000000000000004,0.0,1.0,1.0,0.0,0.0,3.0,3.0,8.0,6.0,6.0,5.142857142857143,2.478478796128212,2.0,8.0,4.668505607694506,2.254792184719059,4.928571428571429,2.200149845046771,1.0,8.0,4.7638636953937885,2.1488006062396665,4.433333333333334,1.9771685315872363,1.0,8.0,4.617387700183778,2.0939470971542034,3.0
2018-08-06,214,32,4.0,0.05,4419.86,5815.6,2018,6,32,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.0,1.0,0.0,6.0,3.0,3.0,8.0,6.0,4.857142857142857,2.1930626551751353,2.0,8.0,5.0013792057708795,2.049605513321941,5.142857142857143,2.1432234119210682,1.0,8.0,4.9286818693412835,2.047401618125489,4.433333333333334,1.9771685315872363,1.0,8.0,4.706588493720309,2.0545286120810022,-2.0
2018-08-06,240,3,6.0,0.05,4496.77,5353.3,2018,6,32,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.0,1.0,0.0,4.0,6.0,3.0,3.0,8.0,5.142857142857143,1.8644544714716111,3.0,8.0,4.751034404328159,1.8357603026573637,4.928571428571429,2.092634913003429,1.0,8.0,4.804857620095779,1.9339769166213723,4.533333333333333,1.8705214713316234,1.0,8.0,4.661002139286741,1.9949765179580732,2.0
2018-08-06,297,5,4.0,0.075,4565.51,5567.7,2018,6,32,-0.8660254037844385,-0.5000000000000004,0.0,1.0,1.0,0.0,0.0,6.0,4.0,6.0,3.0,3.0,5.142857142857143,1.8644544714716111,3.0,8.0,5.063275803246119,1.6937365012903713,5.285714285714286,1.7728105208558342,2.0,8.0,4.964209937416342,1.8491394249043984,4.666666666666667,1.8257418583505478,1.0,8.0,4.747389098042436,1.9583416824177757,-2.0
2018-08-07,153,37,3.0,0.1,2135.63,2512.5,2018,7,32,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,1.0,0.0,0.0,4.0,6.0,4.0,6.0,3.0,4.857142857142857,1.8644544714716098,3.0,8.0,4.797456852434589,1.548827460690638,5.214285714285714,1.8050600428356254,2.0,8.0,4.835648612427496,1.7547375390689857,4.6,1.8118384642924528,1.0,8.0,4.699170446555827,1.903300232626965,-1.0
2018-08-07,293,42,3.0,0.075,1227.64,1681.7,2018,7,32,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,1.0,0.0,0.0,3.0,4.0,6.0,4.0,6.0,4.142857142857143,1.3451854182690959,3.0,6.0,4.348092639325942,1.5830030206293655,5.0,1.881079886251918,2.0,8.0,4.590895464103831,1.7572379972130283,4.6,1.8118384642924528,1.0,8.0,4.589546546778031,1.8892061160127274,0.0
2018-08-07,265,4,7.0,0.05,136.01,194.3,2018,7,32,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,1.0,0.0,0.0,3.0,3.0,4.0,6.0,4.0,4.142857142857143,1.3451854182690959,3.0,6.0,4.011069479494457,1.5089632395824186,4.785714285714286,1.9286731759891849,2.0,8.0,4.378776068889987,1.7294883038393842,4.5,1.8146910062806394,1.0,8.0,4.48699515666332,1.8699163251534836,4.0
